✓ Initialized. View run at 
https://modal.com/apps/newperson953/main/ap-eM6cqOQfoqCf80dThivI6A
✓ Created objects.
├── 🔨 Created mount /Users/huy.dangxuan/Desktop/autoresearch/modal_app.py
├── 🔨 Created mount train.py
├── 🔨 Created mount prepare.py
├── 🔨 Created function prepare_data.
└── 🔨 Created function train.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011194 | lrm: 1.00 | dt: 64875ms | tok/sec: 8,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00659 (71.3%) | loss: 2.910520 | lrm: 0.57 | dt: 322ms | tok/sec: 1,630,420 | mfu: 39.4% | epoch: 1 | remaining: 86s    
step 00660 (71.4%) | loss: 2.912407 | lrm: 0.57 | dt: 321ms | tok/sec: 1,634,377 | mfu: 39.5% | epoch: 1 | remaining: 86s    
step 00661 (71.5%) | loss: 2.913258 | lrm: 0.57 | dt: 328ms | tok/sec: 1,599,075 | mfu: 38.6% | epoch: 1 | remaining: 85s    
step 00662 (71.6%) | loss: 2.911380 | lrm: 0.57 | dt: 337ms | tok/sec: 1,556,716 | mfu: 37.6% | epoch: 1 | remaining: 85s    
step 00663 (71.7%) | loss: 2.909931 | lrm: 0.57 | dt: 321ms | tok/sec: 1,630,933 | mfu: 39.4% | epoch: 1 | remaining: 85s    
step 00664 (71.8%) | loss: 2.908205 | lrm: 0.56 | dt: 354ms | tok/sec: 1,479,304 | mfu: 35.7% | epoch: 1 | remaining: 84s    
step 00665 (71.9%) | loss: 2.902676 | lrm: 0.56 | dt: 330ms | tok/sec: 1,590,732 | mfu: 38.4% | epoch: 1 | remaining: 84s    
step 00666 (72.1%) | loss: 2.902492 | lrm: 0.56 | dt: 324ms | tok/sec: 1,617,297 | mfu: 39.1% | epoch: 1 | remaining: 84s    
step 00667 (72.2%) | loss: 2.899200 | lrm: 0.56 | dt: 337ms | tok/sec: 1,557,782 | mfu: 37.6% | epoch: 1 | remaining: 83s    
step 00668 (72.3%) | loss: 2.897421 | lrm: 0.55 | dt: 322ms | tok/sec: 1,626,603 | mfu: 39.3% | epoch: 1 | remaining: 83s    
step 00669 (72.4%) | loss: 2.899741 | lrm: 0.55 | dt: 320ms | tok/sec: 1,638,084 | mfu: 39.6% | epoch: 1 | remaining: 83s    
step 00670 (72.5%) | loss: 2.902825 | lrm: 0.55 | dt: 329ms | tok/sec: 1,594,180 | mfu: 38.5% | epoch: 1 | remaining: 82s    
step 00671 (72.6%) | loss: 2.898999 | lrm: 0.55 | dt: 325ms | tok/sec: 1,614,430 | mfu: 39.0% | epoch: 1 | remaining: 82s    
step 00672 (72.7%) | loss: 2.897601 | lrm: 0.55 | dt: 322ms | tok/sec: 1,627,538 | mfu: 39.3% | epoch: 1 | remaining: 82s    
step 00673 (72.8%) | loss: 2.895352 | lrm: 0.54 | dt: 328ms | tok/sec: 1,596,008 | mfu: 38.6% | epoch: 1 | remaining: 81s    
step 00674 (72.9%) | loss: 2.894708 | lrm: 0.54 | dt: 328ms | tok/sec: 1,596,034 | mfu: 38.6% | epoch: 1 | remaining: 81s    
step 00675 (73.0%) | loss: 2.897009 | lrm: 0.54 | dt: 322ms | tok/sec: 1,626,008 | mfu: 39.3% | epoch: 1 | remaining: 81s    
step 00676 (73.1%) | loss: 2.898259 | lrm: 0.54 | dt: 338ms | tok/sec: 1,551,440 | mfu: 37.5% | epoch: 1 | remaining: 80s    
step 00677 (73.3%) | loss: 2.901367 | lrm: 0.53 | dt: 326ms | tok/sec: 1,608,229 | mfu: 38.9% | epoch: 1 | remaining: 80s    
step 00678 (73.4%) | loss: 2.899914 | lrm: 0.53 | dt: 319ms | tok/sec: 1,644,042 | mfu: 39.7% | epoch: 1 | remaining: 80s    
step 00679 (73.5%) | loss: 2.898428 | lrm: 0.53 | dt: 324ms | tok/sec: 1,616,941 | mfu: 39.1% | epoch: 1 | remaining: 79s    
step 00680 (73.6%) | loss: 2.895209 | lrm: 0.53 | dt: 323ms | tok/sec: 1,622,613 | mfu: 39.2% | epoch: 1 | remaining: 79s    
step 00681 (73.7%) | loss: 2.893486 | lrm: 0.53 | dt: 326ms | tok/sec: 1,609,142 | mfu: 38.9% | epoch: 1 | remaining: 79s    
step 00682 (73.8%) | loss: 2.900134 | lrm: 0.52 | dt: 326ms | tok/sec: 1,609,422 | mfu: 38.9% | epoch: 1 | remaining: 78s    
step 00683 (73.9%) | loss: 2.899000 | lrm: 0.52 | dt: 324ms | tok/sec: 1,617,054 | mfu: 39.1% | epoch: 1 | remaining: 78s    
step 00684 (74.0%) | loss: 2.905200 | lrm: 0.52 | dt: 324ms | tok/sec: 1,618,894 | mfu: 39.1% | epoch: 1 | remaining: 78s    
step 00685 (74.1%) | loss: 2.902513 | lrm: 0.52 | dt: 323ms | tok/sec: 1,620,806 | mfu: 39.2% | epoch: 1 | remaining: 77s    
step 00686 (74.2%) | loss: 2.904098 | lrm: 0.52 | dt: 324ms | tok/sec: 1,618,047 | mfu: 39.1% | epoch: 1 | remaining: 77s    
step 00687 (74.3%) | loss: 2.902603 | lrm: 0.51 | dt: 322ms | tok/sec: 1,629,678 | mfu: 39.4% | epoch: 1 | remaining: 77s    
step 00688 (74.4%) | loss: 2.906977 | lrm: 0.51 | dt: 325ms | tok/sec: 1,611,511 | mfu: 38.9% | epoch: 1 | remaining: 76s    
step 00689 (74.5%) | loss: 2.905256 | lrm: 0.51 | dt: 325ms | tok/sec: 1,611,173 | mfu: 38.9% | epoch: 1 | remaining: 76s    
step 00690 (74.7%) | loss: 2.904416 | lrm: 0.51 | dt: 324ms | tok/sec: 1,615,864 | mfu: 39.0% | epoch: 1 | remaining: 76s    
step 00691 (74.8%) | loss: 2.901714 | lrm: 0.50 | dt: 328ms | tok/sec: 1,598,287 | mfu: 38.6% | epoch: 1 | remaining: 75s    
step 00692 (74.9%) | loss: 2.899681 | lrm: 0.50 | dt: 464ms | tok/sec: 1,130,728 | mfu: 27.3% | epoch: 1 | remaining: 75s    
step 00693 (75.0%) | loss: 2.902631 | lrm: 0.50 | dt: 315ms | tok/sec: 1,666,851 | mfu: 40.3% | epoch: 1 | remaining: 75s    
step 00694 (75.1%) | loss: 2.899944 | lrm: 0.50 | dt: 315ms | tok/sec: 1,665,823 | mfu: 40.2% | epoch: 1 | remaining: 74s    
step 00695 (75.2%) | loss: 2.898022 | lrm: 0.50 | dt: 339ms | tok/sec: 1,545,132 | mfu: 37.3% | epoch: 1 | remaining: 74s    
step 00696 (75.3%) | loss: 2.899250 | lrm: 0.49 | dt: 317ms | tok/sec: 1,654,616 | mfu: 40.0% | epoch: 1 | remaining: 74s    
step 00697 (75.5%) | loss: 2.901246 | lrm: 0.49 | dt: 324ms | tok/sec: 1,616,442 | mfu: 39.1% | epoch: 1 | remaining: 73s    
step 00698 (75.6%) | loss: 2.901948 | lrm: 0.49 | dt: 378ms | tok/sec: 1,388,614 | mfu: 33.6% | epoch: 1 | remaining: 73s    
step 00699 (75.7%) | loss: 2.900586 | lrm: 0.49 | dt: 317ms | tok/sec: 1,654,386 | mfu: 40.0% | epoch: 1 | remaining: 73s    
step 00700 (75.8%) | loss: 2.901525 | lrm: 0.48 | dt: 320ms | tok/sec: 1,636,422 | mfu: 39.5% | epoch: 1 | remaining: 72s    
step 00701 (75.9%) | loss: 2.897669 | lrm: 0.48 | dt: 339ms | tok/sec: 1,548,798 | mfu: 37.4% | epoch: 1 | remaining: 72s    
step 00702 (76.0%) | loss: 2.900258 | lrm: 0.48 | dt: 322ms | tok/sec: 1,630,539 | mfu: 39.4% | epoch: 1 | remaining: 72s    
step 00703 (76.1%) | loss: 2.896549 | lrm: 0.48 | dt: 319ms | tok/sec: 1,644,020 | mfu: 39.7% | epoch: 1 | remaining: 71s    
step 00704 (76.2%) | loss: 2.893221 | lrm: 0.48 | dt: 336ms | tok/sec: 1,559,389 | mfu: 37.7% | epoch: 1 | remaining: 71s    
step 00705 (76.3%) | loss: 2.891862 | lrm: 0.47 | dt: 325ms | tok/sec: 1,615,623 | mfu: 39.0% | epoch: 1 | remaining: 71s    
step 00706 (76.4%) | loss: 2.887903 | lrm: 0.47 | dt: 321ms | tok/sec: 1,631,718 | mfu: 39.4% | epoch: 1 | remaining: 70s    
step 00707 (76.6%) | loss: 2.888241 | lrm: 0.47 | dt: 328ms | tok/sec: 1,597,328 | mfu: 38.6% | epoch: 1 | remaining: 70s    
step 00708 (76.7%) | loss: 2.887760 | lrm: 0.47 | dt: 324ms | tok/sec: 1,616,600 | mfu: 39.1% | epoch: 1 | remaining: 70s    
step 00709 (76.8%) | loss: 2.884850 | lrm: 0.46 | dt: 325ms | tok/sec: 1,615,639 | mfu: 39.0% | epoch: 1 | remaining: 69s    
step 00710 (76.9%) | loss: 2.882946 | lrm: 0.46 | dt: 330ms | tok/sec: 1,589,725 | mfu: 38.4% | epoch: 1 | remaining: 69s    
step 00711 (77.0%) | loss: 2.886135 | lrm: 0.46 | dt: 333ms | tok/sec: 1,574,563 | mfu: 38.0% | epoch: 1 | remaining: 69s    
step 00712 (77.1%) | loss: 2.884726 | lrm: 0.46 | dt: 321ms | tok/sec: 1,630,919 | mfu: 39.4% | epoch: 1 | remaining: 68s    
step 00713 (77.2%) | loss: 2.883717 | lrm: 0.46 | dt: 325ms | tok/sec: 1,612,323 | mfu: 39.0% | epoch: 1 | remaining: 68s    
step 00714 (77.3%) | loss: 2.880867 | lrm: 0.45 | dt: 325ms | tok/sec: 1,612,460 | mfu: 39.0% | epoch: 1 | remaining: 68s    
step 00715 (77.4%) | loss: 2.878040 | lrm: 0.45 | dt: 326ms | tok/sec: 1,609,706 | mfu: 38.9% | epoch: 1 | remaining: 67s    
step 00716 (77.5%) | loss: 2.879781 | lrm: 0.45 | dt: 325ms | tok/sec: 1,612,632 | mfu: 39.0% | epoch: 1 | remaining: 67s    
step 00717 (77.6%) | loss: 2.875133 | lrm: 0.45 | dt: 325ms | tok/sec: 1,613,510 | mfu: 39.0% | epoch: 1 | remaining: 67s    
step 00718 (77.8%) | loss: 2.876785 | lrm: 0.44 | dt: 325ms | tok/sec: 1,614,635 | mfu: 39.0% | epoch: 1 | remaining: 66s    
step 00719 (77.9%) | loss: 2.876226 | lrm: 0.44 | dt: 326ms | tok/sec: 1,608,167 | mfu: 38.9% | epoch: 1 | remaining: 66s    
step 00720 (78.0%) | loss: 2.875995 | lrm: 0.44 | dt: 332ms | tok/sec: 1,580,148 | mfu: 38.2% | epoch: 1 | remaining: 66s    
step 00721 (78.1%) | loss: 2.875414 | lrm: 0.44 | dt: 322ms | tok/sec: 1,629,536 | mfu: 39.4% | epoch: 1 | remaining: 65s    
step 00722 (78.2%) | loss: 2.873906 | lrm: 0.44 | dt: 328ms | tok/sec: 1,597,556 | mfu: 38.6% | epoch: 1 | remaining: 65s    
step 00723 (78.3%) | loss: 2.868868 | lrm: 0.43 | dt: 322ms | tok/sec: 1,626,187 | mfu: 39.3% | epoch: 1 | remaining: 65s    
step 00724 (78.4%) | loss: 2.870488 | lrm: 0.43 | dt: 319ms | tok/sec: 1,643,811 | mfu: 39.7% | epoch: 1 | remaining: 64s    
step 00725 (78.5%) | loss: 2.870945 | lrm: 0.43 | dt: 324ms | tok/sec: 1,618,734 | mfu: 39.1% | epoch: 1 | remaining: 64s    
step 00726 (78.6%) | loss: 2.871908 | lrm: 0.43 | dt: 328ms | tok/sec: 1,597,199 | mfu: 38.6% | epoch: 1 | remaining: 64s    
step 00727 (78.7%) | loss: 2.873053 | lrm: 0.43 | dt: 322ms | tok/sec: 1,628,409 | mfu: 39.3% | epoch: 1 | remaining: 63s    
step 00728 (78.8%) | loss: 2.875664 | lrm: 0.42 | dt: 326ms | tok/sec: 1,606,278 | mfu: 38.8% | epoch: 1 | remaining: 63s    
step 00729 (78.9%) | loss: 2.872774 | lrm: 0.42 | dt: 323ms | tok/sec: 1,624,928 | mfu: 39.3% | epoch: 1 | remaining: 63s    
step 00730 (79.1%) | loss: 2.866240 | lrm: 0.42 | dt: 323ms | tok/sec: 1,625,215 | mfu: 39.3% | epoch: 1 | remaining: 63s    
step 00731 (79.2%) | loss: 2.867482 | lrm: 0.42 | dt: 325ms | tok/sec: 1,614,392 | mfu: 39.0% | epoch: 1 | remaining: 62s    
step 00732 (79.3%) | loss: 2.867160 | lrm: 0.41 | dt: 328ms | tok/sec: 1,596,163 | mfu: 38.6% | epoch: 1 | remaining: 62s    
step 00733 (79.4%) | loss: 2.867364 | lrm: 0.41 | dt: 323ms | tok/sec: 1,624,833 | mfu: 39.3% | epoch: 1 | remaining: 62s    
step 00734 (79.5%) | loss: 2.865190 | lrm: 0.41 | dt: 324ms | tok/sec: 1,616,637 | mfu: 39.1% | epoch: 1 | remaining: 61s    
step 00735 (79.6%) | loss: 2.868187 | lrm: 0.41 | dt: 325ms | tok/sec: 1,615,222 | mfu: 39.0% | epoch: 1 | remaining: 61s    
step 00736 (79.7%) | loss: 2.864089 | lrm: 0.41 | dt: 325ms | tok/sec: 1,612,801 | mfu: 39.0% | epoch: 1 | remaining: 61s    
step 00737 (79.8%) | loss: 2.862845 | lrm: 0.40 | dt: 321ms | tok/sec: 1,631,396 | mfu: 39.4% | epoch: 1 | remaining: 60s    
step 00738 (79.9%) | loss: 2.862710 | lrm: 0.40 | dt: 333ms | tok/sec: 1,573,852 | mfu: 38.0% | epoch: 1 | remaining: 60s    
step 00739 (80.0%) | loss: 2.868827 | lrm: 0.40 | dt: 321ms | tok/sec: 1,635,062 | mfu: 39.5% | epoch: 1 | remaining: 60s    
step 00740 (80.1%) | loss: 2.872146 | lrm: 0.40 | dt: 325ms | tok/sec: 1,614,425 | mfu: 39.0% | epoch: 1 | remaining: 59s    
step 00741 (80.2%) | loss: 2.867049 | lrm: 0.40 | dt: 355ms | tok/sec: 1,475,252 | mfu: 35.6% | epoch: 1 | remaining: 59s    
step 00742 (80.4%) | loss: 2.865788 | lrm: 0.39 | dt: 342ms | tok/sec: 1,532,836 | mfu: 37.0% | epoch: 1 | remaining: 59s    
step 00743 (80.5%) | loss: 2.864088 | lrm: 0.39 | dt: 333ms | tok/sec: 1,572,622 | mfu: 38.0% | epoch: 1 | remaining: 58s    
step 00744 (80.6%) | loss: 2.862957 | lrm: 0.39 | dt: 329ms | tok/sec: 1,595,005 | mfu: 38.5% | epoch: 1 | remaining: 58s    
step 00745 (80.7%) | loss: 2.860505 | lrm: 0.39 | dt: 488ms | tok/sec: 1,073,450 | mfu: 25.9% | epoch: 1 | remaining: 57s    
step 00746 (80.9%) | loss: 2.860727 | lrm: 0.38 | dt: 532ms | tok/sec: 985,153 | mfu: 23.8% | epoch: 1 | remaining: 57s    
step 00747 (81.0%) | loss: 2.866201 | lrm: 0.38 | dt: 599ms | tok/sec: 874,998 | mfu: 21.1% | epoch: 1 | remaining: 56s    
step 00748 (81.2%) | loss: 2.866817 | lrm: 0.38 | dt: 472ms | tok/sec: 1,109,618 | mfu: 26.8% | epoch: 1 | remaining: 56s    
step 00749 (81.4%) | loss: 2.866867 | lrm: 0.37 | dt: 386ms | tok/sec: 1,357,325 | mfu: 32.8% | epoch: 1 | remaining: 55s    
step 00750 (81.5%) | loss: 2.867190 | lrm: 0.37 | dt: 346ms | tok/sec: 1,516,918 | mfu: 36.7% | epoch: 1 | remaining: 55s    
step 00751 (81.6%) | loss: 2.861044 | lrm: 0.37 | dt: 447ms | tok/sec: 1,172,609 | mfu: 28.3% | epoch: 1 | remaining: 55s    
step 00752 (81.8%) | loss: 2.861422 | lrm: 0.36 | dt: 493ms | tok/sec: 1,063,838 | mfu: 25.7% | epoch: 1 | remaining: 54s    
step 00753 (81.9%) | loss: 2.859913 | lrm: 0.36 | dt: 391ms | tok/sec: 1,340,642 | mfu: 32.4% | epoch: 1 | remaining: 54s    
step 00754 (82.1%) | loss: 2.858079 | lrm: 0.36 | dt: 528ms | tok/sec: 993,340 | mfu: 24.0% | epoch: 1 | remaining: 53s    
step 00755 (82.3%) | loss: 2.859697 | lrm: 0.35 | dt: 542ms | tok/sec: 967,228 | mfu: 23.4% | epoch: 1 | remaining: 53s    
step 00756 (82.4%) | loss: 2.857156 | lrm: 0.35 | dt: 489ms | tok/sec: 1,072,821 | mfu: 25.9% | epoch: 1 | remaining: 52s    
step 00757 (82.6%) | loss: 2.853470 | lrm: 0.35 | dt: 489ms | tok/sec: 1,072,363 | mfu: 25.9% | epoch: 1 | remaining: 52s    
step 00758 (82.8%) | loss: 2.849861 | lrm: 0.34 | dt: 571ms | tok/sec: 918,140 | mfu: 22.2% | epoch: 1 | remaining: 51s    
step 00759 (83.0%) | loss: 2.850415 | lrm: 0.34 | dt: 576ms | tok/sec: 910,672 | mfu: 22.0% | epoch: 1 | remaining: 51s    
step 00760 (83.1%) | loss: 2.850604 | lrm: 0.34 | dt: 529ms | tok/sec: 990,804 | mfu: 23.9% | epoch: 1 | remaining: 50s    
step 00761 (83.3%) | loss: 2.862108 | lrm: 0.33 | dt: 622ms | tok/sec: 842,990 | mfu: 20.4% | epoch: 1 | remaining: 49s    
step 00762 (83.5%) | loss: 2.862926 | lrm: 0.33 | dt: 539ms | tok/sec: 972,789 | mfu: 23.5% | epoch: 1 | remaining: 49s    
step 00763 (83.7%) | loss: 2.860618 | lrm: 0.33 | dt: 594ms | tok/sec: 882,775 | mfu: 21.3% | epoch: 1 | remaining: 48s    
step 00764 (83.9%) | loss: 2.857631 | lrm: 0.32 | dt: 500ms | tok/sec: 1,049,197 | mfu: 25.4% | epoch: 1 | remaining: 48s    
step 00765 (84.1%) | loss: 2.862088 | lrm: 0.32 | dt: 541ms | tok/sec: 968,422 | mfu: 23.4% | epoch: 1 | remaining: 47s    
step 00766 (84.3%) | loss: 2.861579 | lrm: 0.31 | dt: 551ms | tok/sec: 951,530 | mfu: 23.0% | epoch: 1 | remaining: 47s    
step 00767 (84.4%) | loss: 2.858164 | lrm: 0.31 | dt: 597ms | tok/sec: 878,460 | mfu: 21.2% | epoch: 1 | remaining: 46s    
step 00768 (84.6%) | loss: 2.852331 | lrm: 0.31 | dt: 447ms | tok/sec: 1,173,431 | mfu: 28.4% | epoch: 1 | remaining: 46s    
step 00769 (84.8%) | loss: 2.851922 | lrm: 0.30 | dt: 475ms | tok/sec: 1,103,989 | mfu: 26.7% | epoch: 1 | remaining: 45s    
step 00770 (84.9%) | loss: 2.850517 | lrm: 0.30 | dt: 454ms | tok/sec: 1,155,706 | mfu: 27.9% | epoch: 1 | remaining: 45s    
step 00771 (85.1%) | loss: 2.844132 | lrm: 0.30 | dt: 523ms | tok/sec: 1,002,663 | mfu: 24.2% | epoch: 1 | remaining: 44s    
step 00772 (85.3%) | loss: 2.847875 | lrm: 0.29 | dt: 651ms | tok/sec: 805,121 | mfu: 19.5% | epoch: 1 | remaining: 44s    
step 00773 (85.5%) | loss: 2.841720 | lrm: 0.29 | dt: 580ms | tok/sec: 903,663 | mfu: 21.8% | epoch: 1 | remaining: 43s    
step 00774 (85.7%) | loss: 2.843250 | lrm: 0.29 | dt: 580ms | tok/sec: 904,594 | mfu: 21.9% | epoch: 1 | remaining: 42s    
step 00775 (85.9%) | loss: 2.843014 | lrm: 0.28 | dt: 615ms | tok/sec: 852,473 | mfu: 20.6% | epoch: 1 | remaining: 42s    
step 00776 (86.1%) | loss: 2.842649 | lrm: 0.28 | dt: 626ms | tok/sec: 837,472 | mfu: 20.2% | epoch: 1 | remaining: 41s    
step 00777 (86.3%) | loss: 2.841374 | lrm: 0.27 | dt: 632ms | tok/sec: 829,561 | mfu: 20.0% | epoch: 1 | remaining: 41s    
step 00778 (86.5%) | loss: 2.845255 | lrm: 0.27 | dt: 557ms | tok/sec: 940,798 | mfu: 22.7% | epoch: 1 | remaining: 40s    
step 00779 (86.7%) | loss: 2.842199 | lrm: 0.27 | dt: 486ms | tok/sec: 1,078,718 | mfu: 26.1% | epoch: 1 | remaining: 39s    
step 00780 (86.8%) | loss: 2.840828 | lrm: 0.26 | dt: 534ms | tok/sec: 981,563 | mfu: 23.7% | epoch: 1 | remaining: 39s    
step 00781 (87.0%) | loss: 2.848530 | lrm: 0.26 | dt: 574ms | tok/sec: 913,700 | mfu: 22.1% | epoch: 1 | remaining: 38s    
step 00782 (87.2%) | loss: 2.846295 | lrm: 0.26 | dt: 572ms | tok/sec: 916,401 | mfu: 22.1% | epoch: 1 | remaining: 38s    
step 00783 (87.4%) | loss: 2.845925 | lrm: 0.25 | dt: 343ms | tok/sec: 1,529,191 | mfu: 36.9% | epoch: 1 | remaining: 37s    
step 00784 (87.5%) | loss: 2.842293 | lrm: 0.25 | dt: 334ms | tok/sec: 1,567,884 | mfu: 37.9% | epoch: 1 | remaining: 37s    
step 00785 (87.6%) | loss: 2.841412 | lrm: 0.25 | dt: 324ms | tok/sec: 1,615,877 | mfu: 39.0% | epoch: 1 | remaining: 37s    
step 00786 (87.7%) | loss: 2.843611 | lrm: 0.25 | dt: 337ms | tok/sec: 1,556,811 | mfu: 37.6% | epoch: 1 | remaining: 36s    
step 00787 (87.8%) | loss: 2.836624 | lrm: 0.24 | dt: 338ms | tok/sec: 1,552,083 | mfu: 37.5% | epoch: 1 | remaining: 36s    
step 00788 (88.0%) | loss: 2.835084 | lrm: 0.24 | dt: 341ms | tok/sec: 1,539,379 | mfu: 37.2% | epoch: 1 | remaining: 36s    
step 00789 (88.1%) | loss: 2.836026 | lrm: 0.24 | dt: 337ms | tok/sec: 1,555,066 | mfu: 37.6% | epoch: 1 | remaining: 35s    
step 00790 (88.2%) | loss: 2.836528 | lrm: 0.24 | dt: 331ms | tok/sec: 1,584,885 | mfu: 38.3% | epoch: 1 | remaining: 35s    
step 00791 (88.3%) | loss: 2.838023 | lrm: 0.23 | dt: 324ms | tok/sec: 1,619,323 | mfu: 39.1% | epoch: 1 | remaining: 35s    
step 00792 (88.4%) | loss: 2.844466 | lrm: 0.23 | dt: 398ms | tok/sec: 1,318,698 | mfu: 31.9% | epoch: 1 | remaining: 34s    
step 00793 (88.5%) | loss: 2.841430 | lrm: 0.23 | dt: 333ms | tok/sec: 1,575,759 | mfu: 38.1% | epoch: 1 | remaining: 34s    
step 00794 (88.6%) | loss: 2.839975 | lrm: 0.23 | dt: 346ms | tok/sec: 1,516,064 | mfu: 36.6% | epoch: 1 | remaining: 34s    
step 00795 (88.8%) | loss: 2.839130 | lrm: 0.22 | dt: 338ms | tok/sec: 1,549,334 | mfu: 37.4% | epoch: 1 | remaining: 33s    
step 00796 (88.9%) | loss: 2.837949 | lrm: 0.22 | dt: 327ms | tok/sec: 1,604,982 | mfu: 38.8% | epoch: 1 | remaining: 33s    
step 00797 (89.0%) | loss: 2.838170 | lrm: 0.22 | dt: 324ms | tok/sec: 1,615,994 | mfu: 39.0% | epoch: 1 | remaining: 33s    
step 00798 (89.1%) | loss: 2.834415 | lrm: 0.22 | dt: 329ms | tok/sec: 1,591,256 | mfu: 38.4% | epoch: 1 | remaining: 32s    
step 00799 (89.2%) | loss: 2.828215 | lrm: 0.22 | dt: 333ms | tok/sec: 1,574,650 | mfu: 38.0% | epoch: 1 | remaining: 32s    
step 00800 (89.3%) | loss: 2.822112 | lrm: 0.21 | dt: 328ms | tok/sec: 1,596,125 | mfu: 38.6% | epoch: 1 | remaining: 32s    
step 00801 (89.4%) | loss: 2.821780 | lrm: 0.21 | dt: 325ms | tok/sec: 1,611,474 | mfu: 38.9% | epoch: 1 | remaining: 31s    
step 00802 (89.5%) | loss: 2.820020 | lrm: 0.21 | dt: 347ms | tok/sec: 1,510,852 | mfu: 36.5% | epoch: 1 | remaining: 31s    
step 00803 (89.6%) | loss: 2.819657 | lrm: 0.21 | dt: 325ms | tok/sec: 1,611,491 | mfu: 38.9% | epoch: 1 | remaining: 31s    
step 00804 (89.8%) | loss: 2.818433 | lrm: 0.20 | dt: 332ms | tok/sec: 1,580,217 | mfu: 38.2% | epoch: 1 | remaining: 30s    
step 00805 (89.9%) | loss: 2.819999 | lrm: 0.20 | dt: 336ms | tok/sec: 1,562,534 | mfu: 37.8% | epoch: 1 | remaining: 30s    
step 00806 (90.0%) | loss: 2.820397 | lrm: 0.20 | dt: 341ms | tok/sec: 1,538,487 | mfu: 37.2% | epoch: 1 | remaining: 30s    
step 00807 (90.1%) | loss: 2.819048 | lrm: 0.20 | dt: 322ms | tok/sec: 1,626,722 | mfu: 39.3% | epoch: 1 | remaining: 29s    
step 00808 (90.2%) | loss: 2.816960 | lrm: 0.20 | dt: 329ms | tok/sec: 1,595,462 | mfu: 38.5% | epoch: 1 | remaining: 29s    
step 00809 (90.3%) | loss: 2.821498 | lrm: 0.19 | dt: 323ms | tok/sec: 1,625,491 | mfu: 39.3% | epoch: 1 | remaining: 29s    
step 00810 (90.4%) | loss: 2.820723 | lrm: 0.19 | dt: 354ms | tok/sec: 1,480,795 | mfu: 35.8% | epoch: 1 | remaining: 28s    
step 00811 (90.5%) | loss: 2.820657 | lrm: 0.19 | dt: 338ms | tok/sec: 1,552,890 | mfu: 37.5% | epoch: 1 | remaining: 28s    
step 00812 (90.6%) | loss: 2.827808 | lrm: 0.19 | dt: 369ms | tok/sec: 1,419,759 | mfu: 34.3% | epoch: 1 | remaining: 28s    
step 00813 (90.8%) | loss: 2.824159 | lrm: 0.18 | dt: 317ms | tok/sec: 1,651,595 | mfu: 39.9% | epoch: 1 | remaining: 27s    
step 00814 (90.9%) | loss: 2.827361 | lrm: 0.18 | dt: 340ms | tok/sec: 1,542,638 | mfu: 37.3% | epoch: 1 | remaining: 27s    
step 00815 (91.0%) | loss: 2.829728 | lrm: 0.18 | dt: 329ms | tok/sec: 1,594,835 | mfu: 38.5% | epoch: 1 | remaining: 27s    
step 00816 (91.1%) | loss: 2.832413 | lrm: 0.18 | dt: 334ms | tok/sec: 1,571,652 | mfu: 38.0% | epoch: 1 | remaining: 26s    
step 00817 (91.2%) | loss: 2.828444 | lrm: 0.18 | dt: 332ms | tok/sec: 1,577,720 | mfu: 38.1% | epoch: 1 | remaining: 26s    
step 00818 (91.3%) | loss: 2.828536 | lrm: 0.17 | dt: 343ms | tok/sec: 1,530,609 | mfu: 37.0% | epoch: 1 | remaining: 26s    
step 00819 (91.4%) | loss: 2.821068 | lrm: 0.17 | dt: 322ms | tok/sec: 1,626,729 | mfu: 39.3% | epoch: 1 | remaining: 25s    
step 00820 (91.5%) | loss: 2.816803 | lrm: 0.17 | dt: 334ms | tok/sec: 1,568,642 | mfu: 37.9% | epoch: 1 | remaining: 25s    
step 00821 (91.7%) | loss: 2.812120 | lrm: 0.17 | dt: 345ms | tok/sec: 1,519,487 | mfu: 36.7% | epoch: 1 | remaining: 25s    
step 00822 (91.8%) | loss: 2.810016 | lrm: 0.16 | dt: 333ms | tok/sec: 1,575,845 | mfu: 38.1% | epoch: 1 | remaining: 24s    
step 00823 (91.9%) | loss: 2.805772 | lrm: 0.16 | dt: 323ms | tok/sec: 1,625,621 | mfu: 39.3% | epoch: 1 | remaining: 24s    
step 00824 (92.0%) | loss: 2.809543 | lrm: 0.16 | dt: 336ms | tok/sec: 1,561,885 | mfu: 37.7% | epoch: 1 | remaining: 24s    
step 00825 (92.1%) | loss: 2.811080 | lrm: 0.16 | dt: 329ms | tok/sec: 1,591,361 | mfu: 38.4% | epoch: 1 | remaining: 23s    
